Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
"Clou Electronics Co., Ltd.",https://www.crunchbase.com/organization/shenzhen-clou-electronics-co-ltd,"Electronics, Energy Storage, Enterprise Software, Manufacturing","203,493",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,2,206000000,CNY,24909310,IPO,1/1/01,206000000,CNY,24909310,Series B,206000000,CNY,24909310,Series B,206000000,CNY,24909310,Shenzhen Capital Group,,1,,,,,,,,,,,,,,Delisted,16/3/07,,none,,,,,,,2121,https://www.crunchbase.com/ipo/shenzhen-clou-electronics-co-ltd-ipo--d3ec0b37,SHE,,"219,456",,0,0.2,3.8,"17,793","18,930.15",-10.98%,"4,228",-6.13%,17.65,-11.15%,11.47%,-6.07%,"835,537","147,019",21.35%,1,,,,,,,,,,,1/1/96,year,16/3/07,day,,,,,,"Consumer Electronics, Energy, Hardware, Manufacturing, Software"
Sunsea,https://www.crunchbase.com/organization/sunsea,"Infrastructure, Manufacturing, Telecommunications","204,793",9,,1,1,,,,,,,,,,,"Shenzhen, Guangdong, China",1,1-Oct,Wenshen Wang,1,24190000,CNY,2923863,IPO,1/11/03,24190000,CNY,2923863,Series A,24190000,CNY,2923863,Series A,24190000,CNY,2923863,IDG Capital,,1,,,,,,,,,,,,,,Public,11/12/09,,,,,,,,,2313,https://www.crunchbase.com/ipo/sunsea-ipo--97a75a31,SHE,3,"220,879",,0.3,-0.2,-0.5,"14,065","14,493.82",-14.07%,369,26.06%,6.24,20.31%,23.08%,-1.20%,"1,452,984","147,938",11.34%,2,87,,3,,,,,,,,1/1/94,year,11/12/09,day,,,,1,,"Hardware, Manufacturing"
O-Net Technologies (Group) Ltd,https://www.crunchbase.com/organization/o-net-technologies-group-ltd,"Communications Infrastructure, Manufacturing","204,909",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1001-5000,,,,,,IPO,,,,,,,,,,,,,,,,1,Made Acquisitions,,,,,,,,,,,,Public,7/5/10,,,,,,,,,877,https://www.crunchbase.com/ipo/o-net-technologies-group-ltd-ipo--ede60efa,HKG,,"221,012",,0.9,0.6,-0.1,"1,290","21,854.67",36.25%,256,73.96%,5.49,14.05%,6.76%,-14.73%,"7,615,436","-1,665,560",-17.95%,19,,,,,,,,,,,1/1/00,year,7/5/10,day,For Profit,,,,,"Hardware, Manufacturing"
V&T Technologies Co.,https://www.crunchbase.com/organization/v-t-technologies-co,"Electronics, Industrial Automation, Manufacturing","207,341",,Less than $1M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"223,656",,-0.3,1.1,0.5,89,449.76,325.44%,,,1,-66.67%,100%,100%,"32,934,371","-2,676,677",-7.52%,2,,,7,,,,,,,,27/9/06,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering"
"Shenzhen Western Electronic Co., Ltd",https://www.crunchbase.com/organization/shenzhen-western-electronic-co---ltd,"Consumer Goods, Manufacturing, Wholesale","208,979",1,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"225,427",,-0.4,-0.3,-0.4,,891.67,-100%,,,,,,,,,,6,,,,,,,,,,,10/10/08,day,,,,,,,,"Commerce and Shopping, Consumer Goods, Manufacturing"
Green Packaging Asia,https://www.crunchbase.com/organization/green-packaging-asia,"Advertising, Manufacturing, Marketing, Product Design, Retail","212,073",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"228,772",,0,-0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,"Advertising, Commerce and Shopping, Design, Manufacturing, Sales and Marketing"
jotrin electronics,https://www.crunchbase.com/organization/jotrin-electronics,"E-Commerce, Electronics, Manufacturing, Retail","212,859",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"229,616",,-0.2,-0.3,-0.6,"60,148","92,485",9.18%,96,37.11%,1.81,-8.27%,57.51%,0.70%,"766,960","19,684",2.63%,14,,,,,,,,,,,10/12/06,day,,,Non-profit,,,,,"Commerce and Shopping, Consumer Electronics, Hardware, Manufacturing"
SDMC,https://www.crunchbase.com/organization/sdmc,"Computer, Electronics, Information Technology, Manufacturing, Software","215,857",1,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"232,852",,-0.4,2.8,1.5,"22,720","41,534.87",23.50%,62,132.55%,1.65,19.89%,60.04%,7.36%,,,,4,,,,,,,,,,,1/10/03,day,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Software"
Guangdong Cheerson Hobby Technology,https://www.crunchbase.com/organization/cheerson-hobby,"Drones, Manufacturing, Robotics","216,504",,,,,,,,,,,,,,,"Chenghai, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"233,554",,0.4,3.4,2.9,"2,555","3,704.49",25.03%,165,119.22%,2.07,-19.14%,61.44%,53.02%,"6,903,294","-1,242,447",-15.25%,12,,,,,,,,,,,1/1/03,year,,,For Profit,,,,,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering, Software"
Delson Classic Company Limited,https://www.crunchbase.com/organization/delson-classic-company-limited,"Consumer Goods, E-Commerce, Fashion, Food and Beverage, Furniture, Lifestyle, Manufacturing, Retail","218,158",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"235,349",,0.4,-0.1,1.5,111,179.47,-68.21%,,,1,-39.94%,100%,33.24%,"31,964,484","12,134,883",61.20%,11,,,6,,,,,,,,1/1/03,year,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Goods, Design, Food and Beverage, Manufacturing"
Tupperware China,https://www.crunchbase.com/organization/tupperware-china,Manufacturing,"218,653",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"235,889",,1.1,-0.2,-0.2,"13,863","37,104.93",-6.71%,"1,226",18.97%,28.84,18.90%,8.88%,-1.66%,"853,920","39,205",4.81%,5,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
"Shenzhen Lantrun New Energy Technology Co.,Ltd",https://www.crunchbase.com/organization/shenzhen-lantrun-new-energy-technology-co-ltd,"Energy, Manufacturing, Renewable Energy, Solar, Virtual Reality","219,353",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"236,643",,0.3,-0.1,0.5,55,54.31,-72.70%,239,-64.25%,6,-28.85%,,,"30,841,052","13,263,537",75.46%,14,,,,,,,,,,,,,,,For Profit,,,,,"Energy, Hardware, Manufacturing, Natural Resources, Software, Sustainability"
Shenzhen Boqiang International Electronic Co. LTD.,https://www.crunchbase.com/organization/shenzhen-boqiang-international-electronic-co-ltd,Manufacturing,"220,248",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"237,625",,0.4,-0.3,2.9,152,126.49,,,,1,,100%,,"29,739,146",,,7,,,,,,,,,,,5/1/85,day,,,For Profit,,,,,Manufacturing
"Netac Technology Co., Ltd",https://www.crunchbase.com/organization/shenzhen-netac-technology-company-limited,Manufacturing,"221,156",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,251-500,Guoshun Deng,2,11140000,CNY,1346417,IPO,1/10/03,990000,CNY,119624,Series B,990000,CNY,119624,Series B,11140000,CNY,1346417,Shenzhen Capital Group,,1,,,,,,,,,,,,,,Public,15/1/10,,,,,,,,,300042,https://www.crunchbase.com/ipo/shenzhen-netac-technology-company-limited-ipo--154e1fe4,SHE,1,"238,600",,-0.2,0.9,0.4,"6,875","9,743.25",-28.72%,137,85.58%,3.37,-18.07%,34.42%,2.52%,"2,820,106","619,174",28.13%,8,5,983,,11,2,Computing; Calculating,Scientific and electric apparatus and instruments,,,,5/5/99,day,15/1/10,day,For Profit,,,,,Manufacturing
DNK POWER COMPANY LIMITED,https://www.crunchbase.com/organization/dnk-power-company-limited,Manufacturing,"223,453",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"241,097",,0,4.2,3.3,"24,343","26,479.30",25.76%,34,-36.42%,1.76,-1.94%,44.36%,-16.88%,"1,570,486","-215,830",-12.08%,3,,,,,,,,,,,2/5/07,day,,,,,,,,Manufacturing
Leoch Battery,https://www.crunchbase.com/organization/leoch-battery,"Energy, Financial Services, Manufacturing","223,571",1,,2,,,,,,,,,,,,"Shenzhen, Guangdong, China",,5001-10000,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,26/11/10,,,,,,,,,842,https://www.crunchbase.com/ipo/leoch-battery-ipo--80343c3d,HKG,1,"241,229",,0.7,-0.2,-0.3,"16,469","14,821.55",55.88%,149,-7.41%,3.57,-24.24%,39.34%,-4.40%,"1,486,346","-348,969",-19.01%,19,,,,,,,,,,,1/1/99,year,26/11/10,day,,,,1,,"Energy, Financial Services, Manufacturing"
"Quality Technology Industrial Co., Ltd",https://www.crunchbase.com/organization/quality-technology-industrial-co-ltd,"Electronics, Hardware, Information Technology, Manufacturing","225,139",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"242,928",,0.8,5.1,3.8,,237.98,-100%,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
"Guangzhou A & J Automation Equipment Co., Ltd",https://www.crunchbase.com/organization/guangzhou-a-j-automation-equipment-co-ltd,"Health Diagnostics, Manufacturing, Medical","227,465",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"245,444",,1.8,2.9,4,446,285.58,,,,1,,40.18%,,"22,394,244",,,1,,,,,,,,,,,26/8/09,day,,,,,,,,"Health Care, Manufacturing"
Guangzhou Automobile Group,https://www.crunchbase.com/organization/guangzhou-automobile-group,"Automotive, Financial Services, Manufacturing","227,919",,,1,,,,,,,,,,,,"Guangzhou, Guangdong, China",,10001+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"245,928",,-1,-1.1,4,"4,677","10,949.07",-52.29%,200,99.83%,3.97,58.81%,47.25%,-12.41%,"3,449,560","1,173,620",51.57%,2,,,,,,,,,,,1/1/97,year,,,For Profit,,,1,,"Financial Services, Manufacturing, Transportation"
"Guangzhou Tech-Long Packaging Machinery Co., Ltd.",https://www.crunchbase.com/organization/guangzhou-tech-long-packaging-machinery-co-ltd,Manufacturing,"228,501",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,1-Oct,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,5/2/08,,,,,,,,,2209,https://www.crunchbase.com/ipo/guangzhou-tech-long-packaging-machinery-co-ltd-ipo--c1cec10e,SHE,,"246,559",,0,-0.1,1.9,506,675.09,-43.27%,349,439.76%,12.22,162.63%,20.68%,-11.85%,"10,431,306","-38,913",-0.37%,3,,,,,,,,,,,1/1/98,year,5/2/08,day,For Profit,,,,,Manufacturing
Lihua International,https://www.crunchbase.com/organization/lihua-international,"Electrical Distribution, Manufacturing","230,051",1,,,,,,,,,,,,,,"Zhenjiang, Guangdong, China",,251-500,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,4/9/09,,,9200000,USD,9200000,,,,LIWA,https://www.crunchbase.com/ipo/lihua-international-ipo--2bb9316e,OTC Pink,,"248,225",,-0.6,-0.3,3.9,,26.6,-100%,,,,,,,,,,4,,,,,,,,,,,1/1/99,year,4/9/09,day,,,,,,"Energy, Manufacturing"
"GUANGZHOU TWOO AUTO PARTS CO., LTD",https://www.crunchbase.com/organization/guangzhou-twoo-auto-parts-co-ltd,"Automotive, Construction, Manufacturing","231,100",3,$10M to $50M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"249,347",,-0.1,-0.3,-0.4,"1,223",475.13,661.08%,26,185.49%,1.1,-11.28%,92.29%,16.53%,"12,477,349","-15,762,718",-55.82%,10,,,,,,,,,,,13/5/02,day,,,,,,,,"Manufacturing, Real Estate, Transportation"
Qingzhi,https://www.crunchbase.com/organization/qingzhi,"Automotive, Information Technology, Logistics, Manufacturing, Robotics","231,171",,,,,,,,,,,,,,,"Tianjin, Guangdong, China",,,,1,,,,Seed,1/6/17,,,,Angel,,,,Angel,,,,"Harmony Fund, Legend Star, Northern Light Venture Capital",3,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"249,424",,0.9,0.1,1,651,365.04,109.16%,76,204.29%,4.41,159.14%,0%,-77.09%,"11,922,473","-9,093,862",-43.27%,2,,,,,,,,,,,1/1/16,year,,,For Profit,,,,,"Hardware, Information Technology, Manufacturing, Science and Engineering, Software, Transportation"
Hictop 3D Printer,https://www.crunchbase.com/organization/hictop-3d-printer,"3D Printing, 3D Technology, Manufacturing","240,320",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"259,281",,0.4,0.8,2.3,"9,215","7,367.06",97.19%,51,-76.30%,4.03,22.68%,38.47%,-12.79%,"2,308,361","-1,377,757",-37.38%,26,,,,,,,,,,,1/1/09,year,,,For Profit,,,,,"Hardware, Manufacturing, Software"
HYLT Aviation,https://www.crunchbase.com/organization/tianjin-hylt-aviation-science-technology-co-ltd,Manufacturing,"243,683",,,,,,,,,,,,,,,"Tianjin, Guangdong, China",,,,1,,,,Early Stage Venture,1/11/08,,,,Series A,,,,Series A,,,,Shenzhen Capital Group,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"262,907",,1.3,1.5,3.8,,52.02,,,,,,,,,,,2,,,,,,,,,,,1/1/03,year,,,,,,,,Manufacturing
"SHENZHEN LEDSOLUTION TECHNOLOGY CO.,LTD",https://www.crunchbase.com/organization/shenzhen-ledsolution-technology-co-ltd,"Electronics, Manufacturing","244,734",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"264,042",,-0.5,-0.1,0.9,"6,130","2,564.90",56.64%,4,-99.22%,1.06,-67.48%,55.68%,5.29%,"5,378,119","1,363,764",33.97%,24,,,,,,,,,,,8/1/00,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
"Shenzhen Eelink Communication Technology Co., Ltd",https://www.crunchbase.com/organization/shenzhen-eelink-communication-technology-co-ltd,Manufacturing,"245,248",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"264,602",,-0.1,-0.3,0.1,"3,522","3,238.37",37.17%,108,-14.98%,2.84,29.26%,49.78%,-12.32%,"5,122,761","-1,414,820",-21.64%,40,,,,,,,,,,,1/1/04,year,,,,,,,,Manufacturing
RayMing Technology Co.Ltd,https://www.crunchbase.com/organization/rayming-technology-co-ltd,"Computer, Electronics, Manufacturing","248,297",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"267,909",,0,-0.2,-0.4,"126,827","110,595.24",-26.67%,42,-7.86%,1.48,8.02%,79.51%,2.47%,"502,475","97,249",24%,23,,,,,,,,,,,1/1/05,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
ANENDA,https://www.crunchbase.com/organization/anenda,"Computer, Information Technology, Manufacturing, Wearables","255,814",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"275,965",,-0.3,1.9,-0.2,212,124.8,,5,,2,,,,"23,450,807",,,10,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
Appscomm,https://www.crunchbase.com/organization/appscomm,"Collaboration, Consumer Electronics, Manufacturing","256,692",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"276,893",,-0.1,-0.5,0,"5,953","7,421.16",-28.37%,700,-22.45%,14.63,-35.72%,13.39%,10.69%,"2,012,269","615,894",44.11%,10,,,,,,,,,,,1/1/11,year,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
SeniorLED,https://www.crunchbase.com/organization/seniorled,"Electronics, Energy, Manufacturing, Renewable Energy","259,475",1,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"279,892",,-0.4,-0.1,-0.6,"13,315","12,602.24",35.49%,142,54.36%,2.06,-22.18%,14.48%,-6.72%,"2,267,746","-206,748",-8.36%,4,,,,,,,,,,,1/1/08,year,,,For Profit,,,,,"Consumer Electronics, Energy, Hardware, Manufacturing, Sustainability"
Amer,https://www.crunchbase.com/organization/amer,"Electronics, Financial Services, Industrial, Manufacturing, Mining","260,666",,$1B to $10B,2,1,,,,,,,,,,,"Shenzhen, Guangdong, China",1,10001+,Wenyin Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"281,164",,-0.1,2.6,6.9,"5,751","4,684.03",96.27%,70,-47.46%,2.23,-47.38%,42.36%,11.46%,"3,766,370","-769,915",-16.97%,4,,,1,,,,,,,,1/6/95,month,,,For Profit,,,2,,"Consumer Electronics, Financial Services, Hardware, Manufacturing, Natural Resources"
"Auroras Lighting Solution Co.,Ltd",https://www.crunchbase.com/organization/auroras-lighting-solution-co-ltd,"Consumer Electronics, Electronics, Manufacturing","264,295",,$100M to $500M,,,,,,,,,,,,,"Zhuhai, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"285,031",,-0.4,-0.1,-0.4,259,269.77,93.13%,"1,157",,5.75,475.46%,29.24%,-70.76%,"18,232,586","-12,703,156",-41.06%,16,,,,,,,,,,,14/5/09,day,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Shenzhen CE and IT Limited,https://www.crunchbase.com/organization/shenzhen-ce-and-it-limited,"Electronics, Hardware, Manufacturing, Mobile, Product Design, Software","267,528",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,Nov-50,Benjamin Dolgin-Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"288,492",,-0.2,0.1,2.3,199,33.32,,10,,2,,,,"24,083,199",,,6,,,3,,,,,,,,1/6/06,day,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Mobile, Software"
Gospell Digital Technology,https://www.crunchbase.com/organization/gospell-digital-technology,Manufacturing,"268,215",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5,"289,241",,-0.1,2.6,-0.4,"11,774","6,406.70",159.64%,46,-80.52%,1.97,-24.91%,35.76%,-2.96%,"2,641,919","-1,512,839",-36.41%,7,,,,,,,,,,,1/1/93,year,,,For Profit,,,,,Manufacturing
Rp Prototype Limited,https://www.crunchbase.com/organization/rp-prototype-limited,"Manufacturing, Product Design","273,987",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"295,371",,2,2.7,2.1,,,,,,,,,,,,,19,,,2,,,,,,,,,,,,,,,,,"Design, Manufacturing"
GPM Industrial Limited,https://www.crunchbase.com/organization/gpm-industrial-limited,"Consumer Goods, Food and Beverage, Manufacturing, Retail","276,058",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"297,563",,-0.5,-0.5,-0.2,731,261.88,,89,,3.68,,51.13%,,"11,578,235",,,5,,,,,,,,,,,,,,,For Profit,,,,,"Commerce and Shopping, Consumer Goods, Food and Beverage, Manufacturing"
"Guangzhou Felicity Solar Technology Co., Ltd",https://www.crunchbase.com/organization/hathway-3,"Energy, Manufacturing, Solar","276,241",,$10M to $50M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"297,767",,-0.6,-0.6,-0.2,"2,746","2,748.47",36.85%,283,-15.77%,3.81,1.23%,37.91%,20.79%,"5,156,328","-1,309,469",-20.25%,16,,,,,,,,,,,1/1/07,year,,,For Profit,,,,,"Energy, Manufacturing, Natural Resources, Sustainability"
Xinye Intelligence Card,https://www.crunchbase.com/organization/xinye-intelligence-card,Manufacturing,"277,318",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"298,930",,-0.4,-0.6,-0.1,,180.51,-100%,,,,,,,,,,14,,,,,,,,,,,1/1/06,year,,,For Profit,,,,,Manufacturing
Nanning Sugar Industry,https://www.crunchbase.com/organization/nanning-sugar-industry,"Automotive, Consumer Goods, Food and Beverage, Food Processing, Logistics, Manufacturing","279,011",,,,,,,,,,,,,,,"Nanning, Guangdong, China",,1001-5000,,,,,,IPO,,,,,,,,,,,,,,,,2,Made Acquisitions,,,,,,,,,,,,Public,22/9/00,,,,,,,,,911,https://www.crunchbase.com/ipo/nanning-sugar-industry-ipo--cdca5910,SHE,,"300,744",,-0.4,-0.4,-0.5,675,388.16,-29.95%,171,-8.79%,1.34,-51.93%,65.51%,32.33%,"16,653,661","5,474,351",48.97%,5,,,,,,,,,,,,,22/9/00,day,For Profit,,,,,"Consumer Goods, Food and Beverage, Manufacturing, Transportation"
Fanvil Technology,https://www.crunchbase.com/organization/fanvil-technology,"Computer, Electronics, Manufacturing, Mobile, Software, Telecommunications, Video","284,217",,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,11,"306,288",,-0.4,-0.3,-0.8,"24,037","26,158.12",-19.13%,215,19.99%,3.88,-2.64%,37.48%,0.12%,"1,109,809","216,678",24.26%,24,,,,0,0,,Scientific and electric apparatus and instruments,,,,1/1/01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing, Media and Entertainment, Mobile, Software, Video"
Dongguan Spang Precision Technology,https://www.crunchbase.com/organization/dongguan-spang-precision-technology,"Consumer Electronics, Manufacturing","284,648",,,,,,,,,,,,,,,"Dongguang, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"306,746",,-0.1,1.8,-0.1,,40.96,,,,,,,,,,,2,,,,,,,,,,,1/1/04,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
DR Laser,https://www.crunchbase.com/organization/dr-laser,Manufacturing,"286,526",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,17/5/19,,,,,,,,,300776,https://www.crunchbase.com/ipo/dr-laser-ipo--f6905030,SZSE,,"308,757",,-0.2,2.3,6.7,"2,012",769.3,143.72%,96,478.30%,5.08,174.47%,17.69%,-25.65%,"5,726,350","-7,774,627",-57.59%,6,,,,,,,,,,,,,17/5/19,day,For Profit,,,,,Manufacturing
Headpcb,https://www.crunchbase.com/organization/headpcb,Manufacturing,"292,315",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,501-1000,Jason Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"314,948",,-0.1,1.8,6.6,659,298.37,270.11%,5,-95.47%,1.65,-37.99%,47.07%,13.74%,"15,811,442","-11,199,093",-41.46%,,,,,,,,,,,,4/2/01,day,,,For Profit,,,,,Manufacturing
